(751.28, 406.75, 1037.63, 600.12)
(751.28, 406.75, 1037.38, 600.1800000000001)
(751.28, 406.75, 1037.1399999999999, 600.23)
(751.28, 406.75, 1036.9, 600.29)
(751.28, 406.75, 1036.6599999999999, 600.35)
(751.28, 406.75, 1036.4099999999999, 600.41)
(751.28, 406.75, 1036.17, 600.47)
(751.28, 406.75, 1035.9299999999998, 600.53)
(751.28, 406.75, 1035.69, 600.58)
(751.28, 406.75, 1035.44, 600.64)
(751.28, 406.75, 1035.2, 600.7)
(750.3, 406.57, 1036.48, 601.01)
(749.32, 406.38, 1037.76, 601.3199999999999)
(748.34, 406.2, 1039.04, 601.63)
(747.36, 406.02, 1040.32, 601.9399999999999)
(746.38, 405.83, 1041.6, 602.25)
(745.4, 405.65, 1042.88, 602.56)
(744.43, 405.47, 1044.1599999999999, 602.87)
(743.45, 405.28, 1045.44, 603.18)
(742.47, 405.1, 1046.72, 603.49)
(741.49, 404.92, 1048.0, 603.8)
(741.25, 404.85, 1047.38, 603.5600000000001)
(741.0, 404.79, 1046.77, 603.32)
(740.76, 404.73, 1046.15, 603.08)
(740.51, 404.67, 1045.53, 602.84)
(740.27, 404.61, 1044.92, 602.6)
(740.02, 404.55, 1044.3, 602.36)
(739.78, 404.49, 1043.69, 602.12)
(739.53, 404.43, 1043.07, 601.88)
(739.29, 404.37, 1042.45, 601.64)
(739.04, 404.3, 1041.84, 601.4)
(738.92, 404.61, 1041.47, 600.9100000000001)
(738.8, 404.92, 1041.11, 600.4200000000001)
(738.68, 405.23, 1040.75, 599.9300000000001)
(738.56, 405.54, 1040.3799999999999, 599.44)
(738.43, 405.85, 1040.02, 598.95)
(738.31, 406.16, 1039.6499999999999, 598.46)
(738.19, 406.47, 1039.29, 597.98)
(738.07, 406.78, 1038.93, 597.49)
(737.94, 407.09, 1038.56, 597.0)
(737.82, 407.4, 1038.2, 596.51)
(738.13, 407.4, 1038.51, 596.51)
(738.43, 407.4, 1038.81, 596.51)
(738.74, 407.4, 1039.12, 596.51)
(739.05, 407.4, 1039.42, 596.51)
(739.35, 407.4, 1039.73, 596.51)
(739.66, 407.4, 1040.04, 596.51)
(739.96, 407.4, 1040.3400000000001, 596.51)
(740.27, 407.4, 1040.65, 596.51)
(740.58, 407.4, 1040.95, 596.51)
(740.88, 407.4, 1041.26, 596.51)
(740.88, 407.5, 1041.24, 596.34)
(740.88, 407.61, 1041.22, 596.1800000000001)
(740.88, 407.71, 1041.2, 596.02)
(740.88, 407.81, 1041.18, 595.85)
(740.88, 407.92, 1041.17, 595.69)
(740.88, 408.02, 1041.15, 595.53)
(740.88, 408.12, 1041.13, 595.36)
(740.88, 408.23, 1041.1100000000001, 595.2)
(740.88, 408.33, 1041.09, 595.04)
(740.88, 408.43, 1041.07, 594.87)
(740.88, 408.54, 1041.05, 594.71)
(740.88, 408.64, 1041.04, 594.54)
(740.88, 408.74, 1041.02, 594.38)
(740.88, 408.85, 1041.0, 594.22)
(740.88, 408.95, 1040.98, 594.05)
(740.88, 409.05, 1040.96, 593.89)
(740.88, 409.16, 1040.94, 593.73)
(740.88, 409.26, 1040.92, 593.56)
(740.88, 409.36, 1040.9, 593.4)
(740.88, 409.47, 1040.8899999999999, 593.24)
(740.88, 409.57, 1040.87, 593.0699999999999)
(740.88, 409.67, 1040.85, 592.9100000000001)
(740.88, 409.78, 1040.83, 592.75)
(740.88, 409.88, 1040.81, 592.5799999999999)
(740.88, 409.98, 1040.79, 592.4200000000001)
(740.88, 410.09, 1040.77, 592.25)
(740.88, 410.19, 1040.76, 592.09)
(740.88, 410.29, 1040.74, 591.9300000000001)
(740.88, 410.4, 1040.72, 591.76)
(740.88, 410.5, 1040.7, 591.6)
(740.82, 410.87, 1040.8200000000002, 592.8199999999999)
(740.76, 411.23, 1040.94, 594.04)
(740.7, 411.6, 1041.06, 595.26)
(740.64, 411.97, 1041.18, 596.48)
(740.58, 412.33, 1041.3000000000002, 597.7)
(740.52, 412.7, 1041.42, 598.92)
(740.45, 413.07, 1041.54, 600.14)
(740.39, 413.44, 1041.6599999999999, 601.36)
(740.33, 413.8, 1041.78, 602.58)
(740.27, 414.17, 1041.9, 603.8)
(740.27, 414.17, 1043.12, 604.1700000000001)
(740.27, 414.17, 1044.34, 604.54)
(740.27, 414.17, 1045.56, 604.9100000000001)
