(745.6490478515625, 401.35791015625, 1042.1922607421875, 607.1452026367188)
(746.137451171875, 401.1942443847656, 1039.7398681640625, 606.7297973632812)
(746.3148193359375, 399.1295471191406, 1040.28125, 607.041015625)
(747.2066040039062, 398.78839111328125, 1041.7105712890625, 607.2883911132812)
(747.147216796875, 398.2355651855469, 1041.8115234375, 607.0576782226562)
(746.5549926757812, 395.7839660644531, 1041.60546875, 607.7032470703125)
(746.5720825195312, 396.65008544921875, 1045.37255859375, 607.6920776367188)
(746.8570556640625, 395.30108642578125, 1044.34716796875, 608.8973999023438)
(746.4971923828125, 395.2974853515625, 1042.0003662109375, 608.4151611328125)
(745.1768798828125, 397.739990234375, 1038.303955078125, 605.9934692382812)
(744.520751953125, 398.1494445800781, 1037.3876953125, 605.6729736328125)
(744.8898315429688, 398.78277587890625, 1033.555419921875, 604.796630859375)
(742.2910766601562, 396.93524169921875, 1042.3580322265625, 608.0740966796875)
(739.2316284179688, 398.0021667480469, 1045.4521484375, 607.6107177734375)
(744.5430297851562, 395.8218688964844, 1041.9351806640625, 608.5439453125)
(742.7011108398438, 396.2176513671875, 1043.8350830078125, 608.3058471679688)
(742.9335327148438, 396.52276611328125, 1044.9752197265625, 608.2547607421875)
(743.2963256835938, 396.258544921875, 1045.3343505859375, 609.4022827148438)
(744.3707885742188, 397.46484375, 1043.640869140625, 608.866455078125)
(744.45849609375, 397.62091064453125, 1043.355224609375, 608.1044311523438)
(744.6400146484375, 397.54278564453125, 1043.2623291015625, 607.4964599609375)
(744.1240844726562, 397.21429443359375, 1043.34423828125, 608.020263671875)
(743.5223388671875, 397.239990234375, 1045.119873046875, 608.4942626953125)
(742.8059692382812, 397.6063232421875, 1047.3641357421875, 609.3311767578125)
(742.9465942382812, 397.5049743652344, 1047.7867431640625, 608.8012084960938)
(742.6292724609375, 397.4288635253906, 1046.601318359375, 609.9152221679688)
(741.3160400390625, 397.1607360839844, 1044.70166015625, 612.4424438476562)
(738.613037109375, 398.238525390625, 1043.2662353515625, 616.6871337890625)
(741.2628784179688, 396.52789306640625, 1043.849365234375, 616.2069702148438)
(740.903564453125, 397.19281005859375, 1045.85693359375, 603.6495971679688)
(741.58544921875, 397.9465026855469, 1042.7384033203125, 599.9470825195312)
(741.2408447265625, 398.8544921875, 1038.9468994140625, 596.507080078125)
(741.726318359375, 398.4888610839844, 1041.544677734375, 595.64794921875)
(742.760986328125, 397.31854248046875, 1043.764404296875, 593.6414184570312)
(742.3630981445312, 396.78778076171875, 1045.706298828125, 595.6760864257812)
(742.0406494140625, 396.8065490722656, 1041.08544921875, 596.4951171875)
(738.9210205078125, 396.4000244140625, 1038.66015625, 596.9480590820312)
(738.4454956054688, 397.7882995605469, 1040.3656005859375, 595.9656982421875)
(741.4708251953125, 397.59600830078125, 1043.2744140625, 594.4966430664062)
(739.578857421875, 396.5714416503906, 1041.78662109375, 594.9485473632812)
(739.7144165039062, 397.48126220703125, 1035.2520751953125, 594.9678955078125)
(739.8746948242188, 397.6943054199219, 1039.644775390625, 593.6203002929688)
(739.6840209960938, 398.0731201171875, 1036.400146484375, 593.6808471679688)
(740.1094970703125, 398.65826416015625, 1036.1292724609375, 593.279541015625)
(741.3197021484375, 398.23211669921875, 1035.541259765625, 593.144287109375)
(740.9940795898438, 401.42779541015625, 1039.5966796875, 592.897216796875)
(740.8301391601562, 402.27264404296875, 1041.0213623046875, 591.7531127929688)
(743.748779296875, 403.5246887207031, 1042.279052734375, 592.918212890625)
(743.7022705078125, 402.52435302734375, 1041.205322265625, 593.4861450195312)
(743.8912963867188, 402.6978454589844, 1043.092529296875, 594.7827758789062)
(742.9675903320312, 400.050048828125, 1041.6356201171875, 598.5115966796875)
(742.6502685546875, 399.0624084472656, 1043.5618896484375, 598.8253784179688)
(742.5050048828125, 397.92230224609375, 1043.609619140625, 599.3475341796875)
(741.0604248046875, 399.7607421875, 1043.316162109375, 598.44384765625)
(741.0875244140625, 402.20953369140625, 1047.2064208984375, 596.0965576171875)
(740.6158447265625, 399.39617919921875, 1043.6434326171875, 598.4346923828125)
(740.2142944335938, 399.9486389160156, 1045.8203125, 600.6744995117188)
(739.5743408203125, 399.71038818359375, 1047.4920654296875, 600.7764282226562)
(739.4686279296875, 400.3132019042969, 1049.02880859375, 599.964599609375)
